YEAR      MONTH     DAY       HOUR      MIN       SEC       GDLATR        GDLONR        GDALT      SNL        VIPE1         DVIPE1        VIPN1         DVIPN1        
  2014         8        21         3         4        54    -1.19500e+01  -7.68700e+01     795.00      -0.59   7.13200e+02   1.69900e+02      20.90000       0.60000  
  2014         8        21         3         4        54    -1.19500e+01  -7.68700e+01     798.75      -0.56        missing  1.69900e+02       5.80000       0.40000  
  2014         8        21         3         4        54    -1.19500e+01  -7.68700e+01     802.50      -0.64   2.18120e+03   1.69900e+02      12.00000       0.50000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01      93.75      -0.44   3.26800e+02   2.00000e+01       8.10000      10.20000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01      97.50       1.71  -7.50000e+00   2.00000e+01    -165.80000       0.60000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     101.25       1.80   9.53000e+01   2.00000e+01     122.20000       1.20000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     105.00       1.26   3.60000e+01   4.10000e+01     183.20000       1.10000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     108.75       0.94   1.78000e+02   3.54000e+01     -36.10000       7.00000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     112.50       0.27   3.10200e+02   2.00000e+01     -25.90000       2.40000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     116.25      -0.71  -3.33000e+02   2.00000e+01      -9.50000       0.50000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     247.50      -0.55  -1.43300e+03   5.29000e+01        missing       missing 
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     251.25       0.12   2.31900e+02   9.40000e+01     227.20000      11.90000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     255.00       0.09   3.92600e+02   5.29000e+01     -77.70000       3.70000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     258.75      -0.12  -7.75800e+02   5.29000e+01     -47.20000       1.90000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     262.50       0.33   1.77300e+02   6.98000e+01     -51.20000       0.20000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     266.25       0.07  -5.06000e+01   5.29000e+01     -13.30000       1.20000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     270.00       0.11  -1.22300e+02   5.29000e+01       0.40000       1.50000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     273.75       0.07  -2.25000e+02   1.63700e+02      -6.80000       0.70000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     277.50      -0.34  -6.41600e+02   5.29000e+01     -36.90000       1.50000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     281.25      -0.71   4.36000e+02   5.29000e+01     -19.20000       0.80000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     285.00       0.83   1.91300e+02   6.39000e+01       7.10000       0.50000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     288.75       0.53   2.95600e+02   5.29000e+01       6.60000       0.60000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     292.50       0.18   1.37000e+02   6.56000e+01     109.30000       5.80000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     296.25      -0.55  -4.00800e+02   5.29000e+01      12.70000       0.60000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     300.00      -0.55   3.19000e+02   1.61700e+02      40.90000       0.70000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     787.50      -0.38   8.69500e+02   1.68300e+02      19.20000       1.10000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     791.25      -0.60   2.72200e+02   1.68300e+02     -25.30000       2.70000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     795.00      -0.20   8.66200e+02   1.68300e+02       9.90000       0.70000  
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     798.75      -0.52        missing  1.68300e+02        missing       missing 
  2014         8        21         3         5        23    -1.19500e+01  -7.68700e+01     802.50      -0.75  -1.64310e+03   1.68300e+02       5.20000       0.60000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01      93.75      -0.51   5.61000e+01   2.00000e+01     -24.80000       1.00000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01      97.50       1.71  -3.30800e+02   2.00000e+01      11.80000       1.20000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     101.25       1.78   6.13000e+01   2.00000e+01     179.50000       0.60000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     105.00       1.21  -1.02000e+01   5.44000e+01    -238.70000       0.70000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     108.75       0.98   1.51300e+02   3.97000e+01    -137.20000       4.40000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     112.50       0.15   2.33700e+02   2.00000e+01     -52.90000       2.30000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     116.25      -0.42  -2.93100e+02   2.00000e+01     -16.10000       2.60000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     240.00      -0.50  -3.55600e+02   5.13000e+01     -75.40000       0.70000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     243.75      -0.37   2.66000e+01   5.13000e+01     -54.00000       0.60000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     247.50      -0.36  -1.69300e+02   5.13000e+01     -61.70000       0.30000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     251.25      -0.07   3.57100e+02   5.13000e+01     -66.40000       0.30000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     255.00      -0.08  -3.03000e+01   5.13000e+01     -49.70000       1.20000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     258.75       0.04  -5.56000e+01   1.22400e+02       4.10000       4.50000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     262.50       0.22   6.40000e+00   1.70100e+02      17.60000       4.10000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     266.25       0.07   2.80700e+02   1.62100e+02     -16.90000       0.90000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     270.00      -0.16  -3.40200e+02   5.13000e+01     -15.00000       0.90000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     273.75      -0.09  -1.70800e+02   9.11000e+01      -7.50000       1.00000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     277.50      -0.56  -8.57000e+01   5.13000e+01      -3.80000       1.20000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     281.25      -0.44   5.61000e+01   5.13000e+01      -4.80000       1.00000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     285.00       0.98   1.74700e+02   4.92000e+01       9.00000       0.70000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     288.75       0.71   2.98100e+02   1.48600e+02       2.70000       0.60000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     292.50       0.15   2.14500e+02   5.13000e+01      33.80000       1.60000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     296.25      -0.32   8.79100e+02   5.13000e+01       2.60000       0.60000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     300.00      -0.74  -3.94700e+02   5.13000e+01      58.00000       0.90000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     303.75      -0.69  -7.61700e+02   5.13000e+01        missing       missing 
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     633.75      -0.49   7.62000e+02   1.35400e+02     -11.80000       1.50000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     637.50      -0.78  -1.92930e+03   1.35400e+02     -23.50000       0.40000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     641.25      -0.94        missing  1.35400e+02     -33.70000       1.10000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     723.75      -0.62   8.44200e+02   1.54700e+02     -26.30000       0.90000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     727.50      -0.81        missing  1.54700e+02        missing       missing 
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     731.25      -0.84   1.53050e+03   1.54700e+02     -17.70000       0.60000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     783.75      -0.59  -8.30000e+02   1.67500e+02     -11.60000       0.50000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     787.50      -0.42  -1.85860e+03   1.67500e+02      20.00000       0.60000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     791.25      -0.72  -4.56800e+02   1.67500e+02      -6.60000       0.50000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     795.00      -0.23   9.03400e+02   1.67500e+02      -2.00000       0.50000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     798.75      -0.64  -2.31880e+03   1.67500e+02      21.70000       0.40000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     802.50      -0.71  -1.31400e+02   1.67500e+02      22.60000       0.50000  
  2014         8        21         3         5        49    -1.19500e+01  -7.68700e+01     806.25      -0.85   2.70240e+03   1.67500e+02      49.80000       0.80000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01      93.75      -0.09  -1.06700e+02   2.00000e+01      -3.50000       1.30000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01      97.50       1.79   7.99700e+02   2.00000e+01     205.90000       0.40000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     101.25       1.89   1.98500e+02   2.00000e+01    -225.50000       0.60000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     105.00       1.35   4.08000e+01   5.87000e+01     204.50000       0.40000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     108.75       0.85   8.01000e+01   3.42000e+01    -112.50000       1.10000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     112.50       0.44   1.53200e+02   2.00000e+01     -17.30000       2.80000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     116.25      -0.32  -1.58300e+02   2.00000e+01      -2.60000       2.60000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     236.25      -0.50  -3.47000e+01   5.05000e+01     -59.10000       0.70000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     240.00      -0.16   2.96600e+02   5.05000e+01     -45.90000       0.50000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     243.75      -0.25   1.33190e+03   5.05000e+01     -52.40000       0.70000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     247.50      -0.13   1.92800e+02   5.05000e+01     -64.10000       0.80000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     251.25      -0.11   3.40200e+02   5.05000e+01     -60.00000       0.70000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     255.00       0.13   1.37200e+02   1.06600e+02      15.60000      18.20000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     258.75       0.07   3.58200e+02   9.58000e+01      29.60000       4.80000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     262.50      -0.12  -3.84000e+02   5.05000e+01     -30.40000       0.90000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     266.25      -0.46  -3.44400e+02   5.05000e+01     -43.20000       0.40000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     270.00      -0.17   6.43500e+02   5.05000e+01     -10.90000       0.40000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     273.75       0.30   3.42300e+02   5.05000e+01      -3.10000       0.40000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     277.50      -0.38  -6.78800e+02   5.05000e+01       5.40000       0.80000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     281.25      -0.16   1.65400e+02   5.05000e+01      14.60000       1.80000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     285.00      -0.11   1.84600e+02   5.05000e+01      41.90000       2.30000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     288.75       0.24   3.83700e+02   8.91000e+01      28.90000       3.70000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     292.50       0.08   2.62200e+02   1.39300e+02      11.60000       2.00000  
  2014         8        21         3         6        13    -1.19500e+01  -7.68700e+01     296.25       0.01   3.74800e+02   5.05000e+01      46.90000       1.70000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01      93.75       0.18  -7.84600e+02   2.00000e+01     -14.80000       1.20000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01      97.50       1.86  -6.28000e+01   2.00000e+01      -4.00000       1.80000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     101.25       1.82   4.20000e+00   2.00000e+01     201.20000       0.60000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     105.00       1.52   6.53000e+01   2.27000e+01     163.50000       0.70000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     108.75       0.81   1.32700e+02   2.00000e+01     237.00000       0.80000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     112.50       0.34   1.60000e+02   2.00000e+01      -8.40000       1.70000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     116.25      -0.32   3.00300e+02   2.00000e+01       6.20000       0.90000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     236.25      -0.24  -7.74500e+02   5.05000e+01     -53.00000       0.80000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     240.00       0.09   7.88000e+01   1.01600e+02     -41.40000       0.50000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     243.75      -0.12  -1.36100e+02   5.05000e+01     -48.30000       0.50000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     247.50      -0.35   1.64400e+02   5.05000e+01     -56.60000       2.50000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     251.25      -0.14   3.55500e+02   5.05000e+01     -54.10000       0.50000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     255.00       0.05   2.51000e+02   1.32600e+02     -48.10000       0.80000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     258.75      -0.19  -7.39100e+02   5.05000e+01        missing       missing 
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     262.50      -0.37   1.66400e+02   5.05000e+01     -36.90000       0.40000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     266.25      -0.45   1.55800e+02   5.05000e+01      -6.60000       0.80000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     270.00      -0.07   3.19800e+02   5.05000e+01     -12.10000       0.60000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     273.75      -0.29   4.60000e+00   5.05000e+01     -14.50000       0.80000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     277.50      -0.57  -8.74200e+02   5.05000e+01     -16.80000       0.60000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     281.25      -0.06   3.79300e+02   5.05000e+01      26.80000       3.10000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     285.00       0.03   1.81000e+02   8.81000e+01      27.40000       5.80000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     288.75      -0.01   4.60000e+02   1.56600e+02     -25.00000       3.10000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     292.50       0.03  -2.61800e+02   1.59700e+02       9.40000       1.00000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     296.25      -0.27  -4.26000e+01   5.05000e+01       5.10000       0.80000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     772.50      -0.55   1.77270e+03   1.65100e+02       1.80000       1.40000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     776.25      -0.45  -9.40900e+02   1.65100e+02     -15.10000       0.70000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     780.00      -0.70  -1.75300e+02   1.65100e+02     -15.80000       0.60000  
  2014         8        21         3         6        37    -1.19500e+01  -7.68700e+01     783.75      -0.61   2.36830e+03   1.65100e+02     -18.70000       0.50000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01      93.75       0.04  -3.10000e+01   2.00000e+01      -5.40000       1.40000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01      97.50       1.88   2.68000e+01   2.00000e+01     -33.50000       0.70000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     101.25       1.81  -2.50900e+02   2.00000e+01     -77.60000       0.70000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     105.00       1.50   9.23000e+01   2.69000e+01     224.70000       0.40000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     108.75       0.96   1.25000e+01   2.00000e+01     110.40000       1.70000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     112.50       0.41   1.57300e+02   2.00000e+01     -24.10000       2.10000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     116.25      -0.05   1.97400e+02   2.00000e+01      -3.70000       1.40000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     232.50      -0.45   5.77800e+02   4.97000e+01     -58.60000       0.70000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     236.25      -0.15   9.88700e+02   4.97000e+01     -62.30000       0.60000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     240.00      -0.12   2.78300e+02   4.97000e+01     -22.70000       1.20000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     243.75       0.09   3.46100e+02   1.01500e+02      -5.80000       3.10000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     247.50      -0.13   1.74400e+02   4.97000e+01     -55.10000       5.00000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     251.25      -0.28   8.05400e+02   4.97000e+01     -55.50000       0.40000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     255.00      -0.08  -1.86000e+01   4.97000e+01     -50.40000       0.50000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     258.75      -0.65   9.00000e+00   4.97000e+01        missing       missing 
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     262.50      -0.80  -1.57280e+03   4.97000e+01     -47.50000       1.00000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     266.25       0.23   1.85400e+02   7.94000e+01      -4.10000       0.40000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     270.00       0.32   1.57000e+02   8.82000e+01     -18.40000       0.50000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     273.75       0.05  -2.59000e+01   1.00300e+02     -11.10000       1.10000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     277.50      -0.28   1.79800e+02   4.97000e+01     -19.50000       0.50000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     281.25       0.56   2.60800e+02   5.76000e+01     -12.30000       0.70000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     285.00      -0.46  -3.52000e+01   1.47500e+02      28.80000       1.40000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     288.75      -0.01  -4.50000e+00   4.97000e+01      -3.10000       2.80000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     292.50      -0.25   2.52600e+02   4.97000e+01     -15.80000       0.40000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     296.25       0.21   1.77600e+02   4.97000e+01       3.70000       0.90000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     300.00      -0.07  -1.01500e+02   1.13200e+02      15.80000       0.50000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     303.75      -0.40  -7.18000e+01   1.63400e+02      19.60000       0.40000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     772.50      -0.61   8.65200e+02   1.65100e+02        missing       missing 
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     776.25      -0.72        missing  1.65100e+02     -26.60000       0.60000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     780.00      -0.71   5.05000e+01   1.65100e+02     -19.80000       0.60000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     783.75      -0.42   1.08420e+03   1.65100e+02     -21.30000       0.40000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     787.50      -0.82        missing  1.65100e+02      -9.60000       1.20000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     791.25      -0.60   1.24270e+03   1.65100e+02      32.70000       1.20000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     795.00      -0.32        missing  1.65100e+02     -15.10000       5.00000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     798.75      -0.45        missing  1.65100e+02       0.30000       0.50000  
  2014         8        21         3         7         2    -1.19500e+01  -7.68700e+01     802.50      -0.76  -5.58500e+02   1.65100e+02        missing       missing 
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01      93.75       0.20  -3.14600e+02   2.00000e+01      -5.40000       1.00000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01      97.50       1.94   2.29000e+02   2.00000e+01    -182.10000       0.40000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     101.25       1.84  -3.05000e+02   2.00000e+01        missing       missing 
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     105.00       1.28   3.60000e+01   2.00000e+01     234.90000       0.70000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     108.75       1.06   1.41200e+02   2.00000e+01     -53.80000      13.50000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     112.50       0.37   1.95600e+02   2.00000e+01     -61.00000       2.00000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     116.25      -0.14   5.39000e+01   2.00000e+01      25.00000       1.00000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     228.75      -0.87  -1.43500e+02   4.89000e+01     -31.10000       0.70000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     232.50      -0.14   6.34000e+01   1.49400e+02     -49.80000       0.50000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     236.25       0.02  -1.56000e+01   1.16600e+02     -50.30000       0.50000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     240.00      -0.00   3.11500e+02   4.89000e+01     -42.20000       1.00000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     243.75       0.08   2.78100e+02   4.89000e+01     -40.80000       0.60000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     247.50      -0.24   7.72500e+02   4.89000e+01     -49.60000       0.50000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     251.25      -0.38   1.17800e+02   4.89000e+01     -47.20000       0.40000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     255.00      -0.24  -1.67600e+02   4.89000e+01     -28.70000       1.00000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     258.75      -0.83   3.56300e+02   4.89000e+01        missing       missing 
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     262.50      -0.05   9.15300e+02   4.89000e+01      -8.90000       0.70000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     266.25       0.33   4.33000e+01   7.03000e+01       4.20000       0.80000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     270.00       0.18   2.14200e+02   4.89000e+01      -5.10000       0.60000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     273.75      -0.36   5.31500e+02   4.89000e+01     -27.00000       0.90000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     277.50      -0.42  -3.03200e+02   4.89000e+01      -7.30000       0.90000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     281.25      -0.18  -5.29000e+01   4.89000e+01       5.40000       0.90000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     285.00      -0.29   3.77500e+02   4.89000e+01     -23.40000       0.80000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     288.75      -0.19   1.44200e+02   4.89000e+01     -34.50000       1.50000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     292.50      -0.12   1.79300e+02   4.89000e+01       4.90000       1.10000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     296.25      -0.13   4.70000e+02   4.89000e+01      12.20000       0.90000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     300.00      -0.22  -1.62400e+02   4.89000e+01      23.30000       2.50000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     303.75      -0.36   2.06000e+02   1.41200e+02       3.50000       1.90000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     311.25      -0.40   4.82200e+02   2.05800e+02      27.90000       2.40000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     315.00      -0.64   1.29160e+03   6.65000e+01       4.10000       1.40000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     318.75      -0.80  -2.39430e+03   6.65000e+01     -97.60000       5.70000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     772.50      -0.57  -1.32530e+03   1.65100e+02     -13.00000       1.00000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     776.25      -0.51   1.96950e+03   1.65100e+02     -20.80000       0.70000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     780.00      -0.87   1.86020e+03   1.65100e+02     -32.30000       1.90000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     783.75      -0.64   4.98800e+02   1.65100e+02      -9.60000       0.50000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     787.50      -0.79        missing  1.65100e+02      -1.40000       2.10000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     791.25      -0.77  -4.06100e+02   1.65100e+02      12.50000       0.40000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     795.00      -0.35  -2.36700e+02   1.65100e+02      11.80000       0.90000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     798.75      -0.26  -2.25580e+03   1.65100e+02      13.70000       0.80000  
  2014         8        21         3         7        25    -1.19500e+01  -7.68700e+01     802.50      -0.73   1.19800e+03   1.65100e+02      27.30000       0.80000  
  2014         8        21         3         7        49    -1.19500e+01  -7.68700e+01      93.75       0.29   9.38000e+01   2.00000e+01      -4.50000       1.60000  
  2014         8        21         3         7        49    -1.19500e+01  -7.68700e+01      97.50       1.99   5.19600e+02   2.00000e+01     -37.30000       0.60000  
  2014         8        21         3         7        49    -1.19500e+01  -7.68700e+01     101.25       1.87  -7.29000e+01   2.00000e+01     205.90000       0.10000  
  2014         8        21         3         7        49    -1.19500e+01  -7.68700e+01     105.00       1.45   7.27000e+01   4.13000e+01    -207.00000       0.40000  
  2014         8        21         3         7        49    -1.19500e+01  -7.68700e+01     108.75       0.89   3.70000e+01   4.47000e+01    -138.90000       6.50000  
  2014         8        21         3         7        49    -1.19500e+01  -7.68700e+01     112.50       0.17   1.36400e+02   6.62000e+01     -29.60000       2.00000  
  2014         8        21         3         7        49    -1.19500e+01  -7.68700e+01     116.25      -0.23   1.12800e+02   2.00000e+01      -6.90000       1.50000  
  2014         8        21         3         7        49    -1.19500e+01  -7.68700e+01     228.75      -0.74   3.64900e+02   4.89000e+01     -50.70000       0.70000  
